,Repository Name with Owner,ProjectIDLibrariesio,Platform,Lib_Name,Dependent Projects Count,ProjectOwner,ProjectName,ProjectIDGHTorrent,Vindex,ProjectAge,TotalWatchers,TotalCommitters,TotalCommits,TotalClosedIssues,PullRequestDuration,PullRequestCommentDuration,CommitsDuration,IssueCommentsDuration,PullRequestAcceptedDuration,PullRequestRejectedDuration,AvgPullRequestComments
3,mewwts/addict,31751,Pypi,addict,2,mewwts,addict,13677100,0,1399,1622,18,200,38,0,0,0,0,3,0,3
4,scrapinghub/adblockparser,31755,Pypi,adblockparser,1,scrapinghub,adblockparser,7835578,0,1705,104,2,53,5,0,182,492,2,4,0,1
6,andycasey/ads,31793,Pypi,ads,1,andycasey,ads,8786366,0,1889,82,10,148,49,20,206,0,0,0,1,1
7,sgillies/affine,31819,Pypi,affine,1,sgillies,affine,9846199,0,1600,62,4,80,21,0,0,678,16,0,1,2
8,Polyconseil/aioamqp,31876,Pypi,aioamqp,1,Polyconseil,aioamqp,9730498,0,1691,156,33,472,54,0,8,0,2,2,3,3
9,saghul/aiodns,31884,Pypi,aiodns,1,saghul,aiodns,8852106,1,1658,185,2,51,21,0,0,777,0,1,0,9
10,aio-libs/aiohttp,31892,Pypi,aiohttp,31,aio-libs,aiohttp,59427772,1,592,3001,161,2846,703,0,1,0,0,0,1,4
11,aio-libs/aioredis,31902,Pypi,aioredis,1,aio-libs,aioredis,10255895,0,1598,668,22,1404,124,0,0,2,0,1,1,3
13,alex/alchimia,31972,Pypi,alchimia,1,alex,alchimia,5236110,0,1859,97,5,108,11,1,0,537,0,0,0,2
14,zzzeek/alembic,31978,Pypi,alembic,19,zzzeek,alembic,3834946,2,1966,368,58,731,0,0,0,0,0,0,10,5
16,algolia/algoliasearch-client-python,31995,Pypi,algoliasearch,1,algolia,algoliasearch-client-python,3831991,0,1966,88,24,651,41,0,1,95,0,0,0,3
17,celery/py-amqp,32099,Pypi,amqp,6,celery,py-amqp,416519,3,2269,176,59,826,77,0,0,0,0,1,7,3
25,agronholm/apscheduler,32339,Pypi,APScheduler,9,agronholm,apscheduler,29243115,0,1041,1300,22,155,183,0,1,0,0,0,1,5
26,kislyuk/argcomplete,32410,Pypi,argcomplete,11,kislyuk,argcomplete,1495965,0,2150,601,17,399,97,0,0,0,0,0,0,2
27,neithere/argh,32415,Pypi,argh,5,neithere,argh,413538,0,1876,197,4,161,89,0,0,0,0,3,0,2
31,igordejanovic/Arpeggio,32472,Pypi,Arpeggio,1,igordejanovic,Arpeggio,1888625,0,2170,122,7,561,26,0,0,0,0,2,0,5
33,crsmithdev/arrow,32482,Pypi,arrow,26,crsmithdev,arrow,1500988,1,2151,4269,32,543,166,0,0,0,0,1,9,2
37,berkerpeksag/astor,32588,Pypi,astor,3,berkerpeksag,astor,6661616,0,1776,244,13,238,46,0,10,0,0,0,0,7
38,PyCQA/astroid,32596,Pypi,astroid,2,PyCQA,astroid,29684214,0,1036,170,44,1192,192,0,2,2,0,2,4,2
43,hhatto/autopep8,32796,Pypi,autopep8,1,hhatto,autopep8,88123,0,2841,1959,14,1863,246,0,0,0,0,0,0,2
47,litl/backoff,32948,Pypi,backoff,1,litl,backoff,9848720,0,1610,793,6,124,18,0,0,9,0,2,3,2
50,keis/base58,33050,Pypi,base58,6,keis,base58,3756849,0,1979,64,3,52,10,6,96,1,2,0,1,3
52,dcwatson/bbcode,33127,Pypi,bbcode,1,dcwatson,bbcode,59178,0,2289,42,4,86,21,0,0,0,3,38,3,1
53,coleifer/beefish,33208,Pypi,beefish,1,coleifer,beefish,766138,0,2220,41,2,30,2,0,150,1066,914,0,0,2
56,betamaxpy/betamax,33281,Pypi,betamax,2,betamaxpy,betamax,77437302,0,1911,56,2,23,13,0,148,109,0,2,305,3
57,sciunto-org/python-bibtexparser,33319,Pypi,bibtexparser,4,sciunto-org,python-bibtexparser,11661923,0,2103,165,11,131,64,0,85,2,0,0,0,2
58,jab/bidict,33327,Pypi,bidict,2,jab,bidict,11843204,0,1477,273,5,1055,24,0,6,3,0,0,3,15
64,etalab/biryani,33428,Pypi,Biryani,3,etalab,biryani,5821021,1,1870,5,7,80,0,10,0,39,0,2,1,3
70,mozilla/bleach,33527,Pypi,bleach,4,mozilla,bleach,27554702,0,3154,677,7,140,122,0,0,0,0,0,25,4
71,jquast/blessed,33531,Pypi,blessed,4,jquast,blessed,8480840,1,1683,235,7,500,46,0,168,0,0,0,0,6
72,erikrose/blessings,33534,Pypi,blessings,10,erikrose,blessings,220778,1,2528,631,5,204,31,0,1,0,0,2,2,5
76,boto/boto3,33720,Pypi,boto3,31,boto,boto3,5995644,1,1467,3684,35,1322,1038,0,1,0,0,1,1,3
79,numberoverzero/bottom,33737,Pypi,bottom,1,numberoverzero,bottom,12594628,0,1459,70,2,243,23,0,0,600,0,2,0,4
82,py-bson/bson,33889,Pypi,bson,4,py-bson,bson,22526950,0,3016,172,3,95,25,0,0,0,0,1,406,3
83,AutomatedTester/Bugsy,33938,Pypi,bugsy,1,AutomatedTester,Bugsy,10275842,0,1592,12,6,138,20,7,0,132,0,0,0,1
93,PyYoshi/cChardet,34342,Pypi,cchardet,2,PyYoshi,cChardet,214057,0,2303,170,2,212,18,0,0,1016,0,0,0,2
97,pyeve/cerberus,34414,Pypi,Cerberus,2,pyeve,cerberus,59049954,1,2190,523,10,203,76,0,3,1,0,2,4,3
101,chardet/chardet,34498,Pypi,chardet,28,chardet,chardet,7012209,2,2266,870,15,547,49,0,1,0,0,0,0,15
105,ckan/ckanapi,34753,Pypi,ckanapi,1,ckan,ckanapi,7656526,0,2006,76,9,140,46,0,0,0,0,0,1,2
108,pallets/click,34842,Pypi,click,152,pallets,click,34234333,1,1629,3115,43,181,276,0,0,0,0,4,2,2
110,mapbox/cligj,34853,Pypi,cligj,1,mapbox,cligj,14460963,0,1385,16,3,55,9,235,44,235,448,170,4,4
116,python-cmd2/cmd2,35011,Pypi,cmd2,1,python-cmd2,cmd2,32017749,0,972,129,13,1696,203,7,66,78,0,0,0,2
118,opencobra/cobrapy,35076,Pypi,cobra,1,opencobra,cobrapy,1763841,0,2167,148,26,1774,276,7,418,12,5,1,2,4
120,codecov/codecov-python,35106,Pypi,codecov,5,codecov,codecov-python,11231356,2,1525,70,6,529,55,0,0,0,0,2,1,1
121,hjacobs/codevalidator,35138,Pypi,codevalidator,1,hjacobs,codevalidator,90947,0,2536,15,4,120,2,98,69,2,54,1,0,2
124,colab/colab,35178,Pypi,colab,1,colab,colab,12637709,0,1915,18,24,2415,19,40,0,172,130,0,2,2
125,stefanofontanelli/ColanderAlchemy,35181,Pypi,ColanderAlchemy,2,stefanofontanelli,ColanderAlchemy,64238,0,2390,60,7,144,24,0,0,0,3,0,0,3
126,tartley/colorama,35203,Pypi,colorama,52,tartley,colorama,9317016,1,1636,1279,12,147,72,0,0,0,0,1,0,3
127,Robpol86/colorclass,35206,Pypi,colorclass,2,Robpol86,colorclass,12056600,0,1501,45,1,627,11,26,1,1093,0,0,0,12
130,timofurrer/colorful,35214,Pypi,colorful,1,timofurrer,colorful,152935,0,2394,306,4,113,5,237,114,206,200,1,6,5
132,gtaylor/python-colormath,35222,Pypi,colormath,3,gtaylor,python-colormath,1372746,0,2983,223,6,94,53,0,0,20,0,0,0,13
136,rtfd/CommonMark-py,35294,Pypi,CommonMark,2,rtfd,CommonMark-py,29682030,0,1477,136,5,325,18,0,0,310,0,1,0,2
139,bw2/ConfigArgParse,35384,Pypi,ConfigArgParse,3,bw2,ConfigArgParse,11327610,0,1521,196,4,61,65,0,354,0,0,40,4,1
140,DiffSK/configobj,35400,Pypi,configobj,11,DiffSK,configobj,7394716,1,1729,161,14,189,68,0,0,0,0,3,0,2
142,audreyr/cookiecutter,35557,Pypi,cookiecutter,3,audreyr,cookiecutter,4483080,0,1913,6984,64,1836,351,0,0,0,0,3,5,3
144,Cornices/cornice,35594,Pypi,cornice,3,Cornices,cornice,45686321,1,2554,66,7,218,72,0,7,1,1,1,252,4
146,djc/couchdb-python,35631,Pypi,CouchDB,2,djc,couchdb-python,10798315,0,1550,183,38,574,36,0,0,0,1,0,1,3
148,coveralls-clients/coveralls-python,35656,Pypi,coveralls,1,coveralls-clients,coveralls-python,57069918,0,2071,85,10,170,36,0,16,0,0,6,10,5
152,kiorky/croniter,35772,Pypi,croniter,3,kiorky,croniter,1005611,0,2205,99,5,145,0,0,0,0,1,1,1,3
153,chrissimpkins/crypto,35831,Pypi,crypto,1,chrissimpkins,crypto,13456994,0,1431,18,2,219,5,39,0,214,81,0,0,1
157,scrapy/cssselect,35890,Pypi,cssselect,8,scrapy,cssselect,39055203,0,2372,59,5,32,10,0,0,0,0,0,0,2
158,thomasballinger/curtsies,36013,Pypi,curtsies,1,thomasballinger,curtsies,7083573,1,1751,130,9,395,48,0,0,0,2,0,0,2
163,jnrbsn/daemonocle,36138,Pypi,daemonocle,1,jnrbsn,daemonocle,9825101,0,1623,81,1,104,5,0,0,715,0,0,3,3
164,frictionlessdata/datapackage-py,36244,Pypi,datapackage,2,frictionlessdata,datapackage-py,33438107,0,1086,84,14,312,92,0,36,0,4,0,4,3
165,pudo/dataset,36263,Pypi,dataset,1,pudo,dataset,3224816,0,2017,2169,10,286,167,0,0,0,0,1,1,1
167,scrapinghub/dateparser,36294,Pypi,dateparser,2,scrapinghub,dateparser,13474026,0,1415,1002,45,947,127,0,1,0,0,2,4,5
173,dedupeio/dedupe,36471,Pypi,dedupe,1,dedupeio,dedupe,62571920,0,2363,681,3,304,79,0,172,328,0,0,1,1
174,tiran/defusedxml,36507,Pypi,defusedxml,4,tiran,defusedxml,32148245,1,969,70,5,103,4,0,0,0,0,0,0,2
181,rvanlaar/djangorecipe,36940,Pypi,djangorecipe,1,rvanlaar,djangorecipe,40537,0,2479,52,2,199,25,0,44,1191,0,0,257,3
182,encode/django-rest-framework,36943,Pypi,djangorestframework,30,encode,django-rest-framework,61168739,2,2778,3931,116,693,575,0,0,0,0,1,2,2
186,d11wtq/dockerpty,37145,Pypi,dockerpty,3,d11wtq,dockerpty,10432987,1,1571,102,9,250,14,0,42,44,0,0,1,3
190,akesterson/dpath-python,37336,Pypi,dpath,2,akesterson,dpath-python,3616646,0,1982,242,4,91,26,0,0,18,0,4,10,5
193,timofurrer/w1thermsensor,37436,Pypi,ds18b20,1,timofurrer,w1thermsensor,12755185,0,1636,335,4,168,21,0,226,0,0,0,1,4
194,Jaymon/dsnparse,44111,Pypi,dsnparse,2,Jaymon,dsnparse,5688473,0,1855,4,1,17,1,0,0,1557,5,10,173,1
195,scraperwiki/dumptruck,44216,Pypi,dumptruck,1,scraperwiki,dumptruck,280332,0,2430,32,10,89,9,0,0,28,0,0,5,1
200,robertlugg/easygui,44421,Pypi,easygui,2,robertlugg,easygui,13392018,0,1426,214,5,198,56,0,0,370,0,0,2,2
203,warner/python-ecdsa,44502,Pypi,ecdsa,11,warner,python-ecdsa,507361,1,3096,363,10,91,26,0,4,0,0,21,2,1
206,elastic/elasticsearch-py,44680,Pypi,elasticsearch,10,elastic,elasticsearch-py,17324541,0,1988,1420,56,424,420,0,1,0,0,2,2,3
208,carpedm20/emoji,44810,Pypi,emoji,1,carpedm20,emoji,11458281,0,1514,553,5,69,25,0,0,0,0,24,0,2
212,santoshphilip/eppy,45064,Pypi,eppy,1,santoshphilip,eppy,4449031,0,2203,56,12,1168,136,0,70,25,57,16,0,4
213,twisted/epsilon,45070,Pypi,Epsilon,1,twisted,epsilon,10440749,0,1576,2,6,194,13,987,0,498,0,0,0,2
215,samuel/python-erlastic,45120,Pypi,erlastic,1,samuel,python-erlastic,1126474,0,3275,26,3,23,1,0,0,73,0,0,0,1
222,silx-kit/fabio,45748,Pypi,fabio,1,silx-kit,fabio,40917106,0,2049,11,9,194,55,0,0,320,5,2,0,2
224,jart/fabulous,45832,Pypi,fabulous,2,jart,fabulous,917131,1,2209,239,5,153,7,0,0,0,0,2,288,2
234,benediktschmitt/py-filelock,46468,Pypi,filelock,2,benediktschmitt,py-filelock,9076775,0,1691,92,2,70,21,0,0,720,0,6,2,2
236,pallets/flask,46757,Pypi,Flask,114,pallets,flask,34229160,2,3109,20754,133,718,684,0,0,0,0,0,0,3
240,fonttools/fonttools,47070,Pypi,FontTools,2,fonttools,fonttools,46689791,0,1904,786,24,1890,307,4,90,150,1,0,0,4
242,slezica/python-frozendict,47448,Pypi,frozendict,3,slezica,python-frozendict,2253215,1,2129,54,1,16,2,0,14,1399,10,52,0,6
243,PyFilesystem/pyfilesystem2,47455,Pypi,fs,4,PyFilesystem,pyfilesystem2,48369357,0,726,650,15,578,112,0,11,0,8,2,4,3
244,codebynumbers/ftpretty,47524,Pypi,ftpretty,1,codebynumbers,ftpretty,7930015,0,1707,14,3,113,11,0,0,0,87,0,0,1
245,vlasovskikh/funcparserlib,47602,Pypi,funcparserlib,3,vlasovskikh,funcparserlib,892310,1,2428,204,4,102,6,0,0,0,0,0,0,1
247,Suor/funcy,47623,Pypi,funcy,4,Suor,funcy,1422277,0,2189,1269,4,702,42,0,18,0,0,2,1,6
250,agronholm/pythonfutures,47691,Pypi,futures,21,agronholm,pythonfutures,17583288,2,1307,184,14,124,43,0,0,0,0,0,1,4
251,seatgeek/fuzzywuzzy,47719,Pypi,fuzzywuzzy,8,seatgeek,fuzzywuzzy,30222,1,2651,3813,16,163,74,0,0,0,0,0,0,3
253,heitzmann/gdspy,48095,Pypi,gdspy,1,heitzmann,gdspy,21748010,0,1202,66,5,246,44,4,44,0,3,1,1,2
255,DenisCarriere/geocoder,48343,Pypi,geocoder,1,DenisCarriere,geocoder,7375641,0,1731,937,22,1104,200,0,193,0,0,1,0,2
260,michaelliao/githubpy,48909,Pypi,githubpy,1,michaelliao,githubpy,1345257,0,2187,143,2,28,17,1,0,384,2,1,1,3
264,isislovecruft/python-gnupg,49281,Pypi,gnupg,1,isislovecruft,python-gnupg,2975252,0,2065,359,13,714,85,0,4,0,0,198,20,2
265,getslash/gossip,49548,Pypi,gossip,2,getslash,gossip,33178424,0,1639,11,2,67,8,611,272,728,473,0,70,1
266,SheffieldML/GPy,49660,Pypi,GPy,1,SheffieldML,GPy,1587865,0,2142,822,61,4950,407,0,0,45,0,1,1,2
269,xflr6/graphviz,49801,Pypi,graphviz,8,xflr6,graphviz,7392441,0,1732,369,2,269,38,0,0,817,0,1,5,6
272,kennethreitz/grequests,49914,Pypi,grequests,6,kennethreitz,grequests,23392,0,2344,2444,7,30,72,0,0,0,0,58,94,2
273,burnash/gspread,50118,Pypi,gspread,3,burnash,gspread,149843,0,2504,3173,12,414,336,0,0,0,0,3,12,3
274,pndurette/gTTS,50173,Pypi,gTTS,1,pndurette,gTTS,9866622,0,1609,745,5,302,74,0,0,0,0,0,2,1
280,heroku/heroku.py,50847,Pypi,heroku,1,heroku,heroku.py,11886,0,2485,93,7,90,7,0,0,0,0,16,0,1
282,apmorton/pyhidapi,50996,Pypi,hid,1,apmorton,pyhidapi,10929416,0,1942,7,3,10,4,0,0,0,0,0,0,1
284,zerwes/hiyapyco,51105,Pypi,HiYaPyCo,1,zerwes,hiyapyco,13646634,0,1429,24,4,173,16,0,0,146,0,0,2,2
285,ryanss/python-holidays,51220,Pypi,holidays,1,ryanss,python-holidays,51043957,0,1508,48,5,28,14,0,11,0,0,107,62,3
286,ikalnytskyi/holocron,51230,Pypi,holocron,1,ikalnytskyi,holocron,50398351,0,1607,4,3,143,5,130,121,22,17,1,62,3
288,Alir3z4/html2text,51524,Pypi,html2text,6,Alir3z4,html2text,8049900,1,1694,565,11,289,94,0,0,0,0,1,1,2
290,patrys/httmock,51637,Pypi,httmock,2,patrys,httmock,3176930,0,2031,326,3,50,12,0,0,0,0,6,0,1
291,jcgregorio/httplib2,51703,Pypi,httplib2,40,jcgregorio,httplib2,4261915,1,2052,438,7,53,279,0,0,0,0,0,0,7
296,hyperopt/hyperopt,51934,Pypi,hyperopt,1,hyperopt,hyperopt,5817344,0,2591,2134,11,251,65,0,0,0,0,2,0,4
297,HypothesisWorks/hypothesis-python,51951,Pypi,hypothesis,2,HypothesisWorks,hypothesis-python,35259476,0,2040,1497,27,4354,270,0,5,0,0,1,2,5
298,collective/i18ndude,51959,Pypi,i18ndude,1,collective,i18ndude,1025412,0,2200,2,19,378,26,0,0,0,2,0,5,2
299,collective/icalendar,52030,Pypi,icalendar,4,collective,icalendar,160896,0,2611,417,32,437,130,0,2,6,0,2,5,3
301,isagalaev/ijson,52192,Pypi,ijson,3,isagalaev,ijson,137560,1,2683,487,4,163,39,0,1,52,0,0,1,7
302,amitu/importd,52392,Pypi,importd,1,amitu,importd,63031,0,2259,375,7,197,32,0,0,6,2,0,2,3
305,influxdata/influxdb-python,52494,Pypi,influxdb,5,influxdata,influxdb-python,30685839,1,1800,620,36,169,169,0,0,0,0,6,0,4
308,alecthomas/injector,52573,Pypi,injector,1,alecthomas,injector,67433,0,2876,282,10,309,41,0,1792,4,0,0,1,3
310,kvesteri/intervals,52747,Pypi,intervals,1,kvesteri,intervals,7293941,0,1738,57,5,164,17,1,0,0,0,1,2,2
311,chaimleib/intervaltree,52748,Pypi,intervaltree,2,chaimleib,intervaltree,13506306,0,1659,196,4,310,30,0,0,0,0,179,2,3
313,phihag/ipaddress,52849,Pypi,ipaddress,8,phihag,ipaddress,2477212,1,2075,60,2,98,27,0,0,976,0,1,0,1
314,gotcha/ipdb,52860,Pypi,ipdb,2,gotcha,ipdb,114584,0,2825,677,7,123,70,0,0,0,0,8,5,2
317,autocracy/python-ipy,52932,Pypi,IPy,4,autocracy,python-ipy,3142551,0,2910,195,5,17,9,0,10,0,0,20,38,5
319,jaraco/irc,52962,Pypi,irc,5,jaraco,irc,484627,1,1055,185,14,530,178,0,1,0,0,0,0,6
323,timothycrosley/isort,53102,Pypi,isort,1,timothycrosley,isort,5221787,0,1864,1316,11,1229,275,0,0,0,0,0,0,1
324,mrocklin/itertoolz,53154,Pypi,itertoolz,1,mrocklin,itertoolz,3825448,1,1966,9,2,38,0,15,0,58,8,0,0,4
325,pallets/itsdangerous,53167,Pypi,itsdangerous,9,pallets,itsdangerous,34173613,1,2666,700,16,37,44,0,0,0,0,0,529,2
328,jamesturk/jellyfish,53484,Pypi,jellyfish,1,jamesturk,jellyfish,20658199,0,3015,615,4,66,29,0,0,0,0,2,1,4
329,pycontribs/jenkinsapi,53488,Pypi,jenkinsapi,2,pycontribs,jenkinsapi,41913940,0,2470,228,30,274,111,0,4,0,0,1,0,5
331,pallets/jinja,53607,Pypi,Jinja2,140,pallets,jinja,34229237,3,2915,2484,39,362,241,0,0,0,0,1,1,2
332,pycontribs/jira,53641,Pypi,jira,2,pycontribs,jira,10520061,0,1565,648,69,1054,270,0,0,0,0,2,18,2
333,jmespath/jmespath.py,53694,Pypi,jmespath,8,jmespath,jmespath.py,15892839,2,2059,566,3,121,33,0,0,0,0,3,1,1
338,stefankoegl/python-json-pointer,53993,Pypi,jsonpointer,1,stefankoegl,python-json-pointer,729591,0,2628,60,4,109,13,0,2,2,1,9,1,4
341,bcb/jsonrpcclient,54038,Pypi,jsonrpcclient,1,bcb,jsonrpcclient,28243651,0,1074,21,2,1000,78,0,0,868,0,0,103,2
345,emre/kaptan,54355,Pypi,kaptan,1,emre,kaptan,3716112,0,1976,200,6,217,11,2,0,328,56,1,0,6
346,level12/keg,54443,Pypi,Keg,1,level12,keg,18017669,0,1293,8,7,318,25,485,0,28,452,0,0,1
347,jaraco/keyring,54495,Pypi,keyring,11,jaraco,keyring,1487268,1,1324,277,44,1151,482,0,0,0,0,1,0,1
348,twisted/klein,54680,Pypi,klein,2,twisted,klein,39890,0,2434,565,19,678,39,0,28,64,16,4,24,4
352,Mimino666/langdetect,55104,Pypi,langdetect,1,Mimino666,langdetect,9842324,0,1612,484,4,48,17,0,0,0,0,0,0,7
1196,Azure/azure-sdk-for-python,829784,Pypi,azure-common,1,Azure,azure-sdk-for-python,8948476,0,2360,530,65,5130,559,0,0,0,0,1,1,2
358,mwilliamson/locket.py,56330,Pypi,locket,1,mwilliamson,locket.py,2478726,1,2101,9,3,41,3,5,3,0,0,4,6,4
366,pallets/markupsafe,57463,Pypi,MarkupSafe,14,pallets,markupsafe,34173982,1,3032,128,7,29,22,0,0,0,0,0,1,2
367,marshmallow-code/marshmallow,57492,Pypi,marshmallow,10,marshmallow-code,marshmallow,14570651,0,1795,2548,44,1054,434,0,0,0,0,1,1,3
369,ArduPilot/MAVProxy,57648,Pypi,MAVProxy,2,ArduPilot,MAVProxy,44045128,0,2353,73,28,358,49,104,6,94,2,2,11,2
370,PyCQA/mccabe,57688,Pypi,mccabe,2,PyCQA,mccabe,14779660,0,1373,134,2,36,11,0,0,428,0,0,0,4
374,ClearcodeHQ/mirakuru,58499,Pypi,mirakuru,2,ClearcodeHQ,mirakuru,10060126,0,1590,34,13,457,34,0,116,36,7,0,1,3
