,Repository Name with Owner,ProjectIDLibrariesio,Platform,Lib_Name,Dependent Projects Count,ProjectOwner,ProjectName,ProjectIDGHTorrent,Vindex,ProjectAge,TotalWatchers,TotalCommitters,TotalCommits,TotalClosedIssues,PullRequestDuration,PullRequestCommentDuration,CommitsDuration,IssueCommentsDuration,PullRequestAcceptedDuration,PullRequestRejectedDuration,AvgPullRequestComments
1112,fusionbox/django-argonauts,766163,Pypi,django-argonauts,1,fusionbox,django-argonauts,4800965,0,1895,37,7,112,5,384,168,0,79,0,0,1
1113,LuminosoInsight/ordered-set,767016,Pypi,ordered-set,2,LuminosoInsight,ordered-set,409595,0,2245,44,6,69,12,0,0,0,0,1,32,2
1116,mpdavis/python-jose,767375,Pypi,python-jose,1,mpdavis,python-jose,19107340,0,1269,450,11,342,28,0,0,0,0,3,0,2
1120,osantana/prettyconf,768221,Pypi,prettyconf,1,osantana,prettyconf,18272947,0,1288,143,4,88,5,112,0,116,38,1,0,1
1121,hammerlab/mhctools,768267,Pypi,mhctools,2,hammerlab,mhctools,16733503,0,1324,18,7,401,48,284,154,307,290,1,2,4
1122,django/django-contrib-comments,768666,Pypi,django-contrib-comments,1,django,django-contrib-comments,3052253,0,2039,301,17,121,46,0,0,0,0,0,0,3
1124,dsoprea/PyInotify,769120,Pypi,inotify,1,dsoprea,PyInotify,14616753,0,1595,97,5,68,23,0,378,1,0,4,0,2
1125,elastic/elasticsearch-dsl-py,769451,Pypi,elasticsearch-dsl,2,elastic,elasticsearch-dsl-py,17300797,0,1680,1712,62,641,688,0,0,0,0,2,2,2
1126,scrapinghub/python-crfsuite,769596,Pypi,python-crfsuite,2,scrapinghub,python-crfsuite,52704807,0,1641,288,2,31,22,0,36,294,0,2,6,3
1127,paylogic/alembic-offline,769754,Pypi,alembic-offline,1,paylogic,alembic-offline,19242082,0,1265,2,2,19,0,0,0,63,0,1,0,1
1129,torchbox/django-libsass,771244,Pypi,django-libsass,1,torchbox,django-libsass,8384740,1,1680,184,4,27,14,0,0,0,0,0,3,2
1130,Changaco/python-libarchive-c,771762,Pypi,libarchive-c,1,Changaco,python-libarchive-c,11318879,0,1523,30,6,220,22,0,0,6,0,1,1,11
1131,marshmallow-code/marshmallow-sqlalchemy,771821,Pypi,marshmallow-sqlalchemy,1,marshmallow-code,marshmallow-sqlalchemy,19301823,0,1263,190,11,186,44,0,0,0,2,2,1,2
1132,reclosedev/requests-cache,772104,Pypi,requests-cache,4,reclosedev,requests-cache,56840,0,2372,411,3,180,46,0,0,0,0,1,0,3
1133,Nexmo/nexmo-python,774032,Pypi,nexmo,1,Nexmo,nexmo-python,35623160,0,1259,57,6,173,22,0,60,162,0,25,65,5
1134,hammerlab/topiary,774275,Pypi,topiary,2,hammerlab,topiary,19265453,0,1290,13,5,189,22,108,519,352,155,0,1,4
1136,davidfischer/requirements-parser,777161,Pypi,requirements-parser,1,davidfischer,requirements-parser,3882386,0,2146,61,3,61,13,0,0,0,0,1,0,2
1138,requests/requests-oauthlib,778819,Pypi,requests-oauthlib,8,requests,requests-oauthlib,1804711,0,2147,799,21,270,111,0,0,0,0,1,1,2
1139,requests/requests-kerberos,778938,Pypi,requests-kerberos,1,requests,requests-kerberos,1451468,0,2155,128,13,84,46,0,2,0,0,1,5,3
1144,pytest-dev/pytest-xdist,780765,Pypi,pytest-xdist,3,pytest-dev,pytest-xdist,25023281,0,1135,223,17,389,124,0,0,0,0,1,1,2
1146,pytest-dev/pluggy,781522,Pypi,pluggy,1,pytest-dev,pluggy,45584953,0,1261,108,5,115,59,0,14,472,1,1,0,3
1150,simple-salesforce/simple-salesforce,785080,Pypi,simple-salesforce,1,simple-salesforce,simple-salesforce,37925907,0,2092,335,15,89,55,0,0,1,0,10,0,2
1152,zalando-stups/zign,787544,Pypi,stups-zign,1,zalando-stups,zign,19951565,0,1246,8,6,170,20,0,0,120,0,0,0,4
1154,pytest-dev/pytest-variables,787598,Pypi,pytest-variables,1,pytest-dev,pytest-variables,39654231,0,1246,22,5,28,2,0,80,0,1,1,5,4
1155,carltongibson/django-filter,787614,Pypi,django-filter,4,carltongibson,django-filter,11839345,0,1476,978,32,442,304,0,0,0,0,2,4,2
1157,ianunruh/hvac,791879,Pypi,hvac,3,ianunruh,hvac,20123989,0,1254,442,19,276,74,0,0,0,0,5,2,2
1158,OnroerendErfgoed/pyramid_urireferencer,792109,Pypi,pyramid_urireferencer,1,OnroerendErfgoed,pyramid_urireferencer,19969782,0,1246,0,5,121,15,494,0,610,642,29,8,2
1159,neithere/django-autoslug,792186,Pypi,django-autoslug,3,neithere,django-autoslug,3192804,0,1095,120,16,142,5,0,0,0,0,60,0,2
1160,zalando-stups/pierone-cli,792662,Pypi,stups-pierone,1,zalando-stups,pierone-cli,20168561,1,1241,10,14,138,25,0,378,0,3,0,1,2
1161,mozilla-services/pyramid_multiauth,793642,Pypi,pyramid_multiauth,1,mozilla-services,pyramid_multiauth,1034199,0,2546,32,4,69,4,79,0,588,15,4,1,2
1163,BD2KGenomics/bd2k-python-lib,796538,Pypi,bd2k-python-lib,1,BD2KGenomics,bd2k-python-lib,16218288,1,1337,4,5,105,3,0,246,2,22,0,0,4
1164,zopefoundation/zope.container,797229,Pypi,zope.container,2,zopefoundation,zope.container,2748586,1,2067,1,15,154,10,2,1616,4,0,0,2,3
1165,harlowja/fasteners,803296,Pypi,fasteners,4,harlowja,fasteners,20420124,1,1310,68,1,120,7,0,450,1096,1,0,0,1
1169,planetarypy/pvl,809350,Pypi,pvl,1,planetarypy,pvl,20676094,0,1229,8,3,22,13,59,689,682,0,2,0,10
1170,divio/django-filer,809422,Pypi,django-filer,4,divio,django-filer,29167633,0,3334,496,34,1135,118,0,80,0,0,0,0,2
1172,mps-youtube/pafy,811012,Pypi,pafy,1,mps-youtube,pafy,21523160,0,1934,535,5,149,56,0,70,0,0,1,2,4
1173,zopefoundation/zope.testing,811121,Pypi,zope.testing,2,zopefoundation,zope.testing,2850611,0,2102,2,21,203,2,1,0,8,4,1,0,3
1174,Yubico/python-u2flib-server,812189,Pypi,python-u2flib-server,1,Yubico,python-u2flib-server,8052918,0,1701,254,5,141,22,0,0,0,0,4,8,9
1175,zopefoundation/zope.security,812312,Pypi,zope.security,1,zopefoundation,zope.security,2797950,0,2102,3,9,254,20,0,143,262,64,0,0,5
1178,AndrewIngram/django-extra-views,814876,Pypi,django-extra-views,1,AndrewIngram,django-extra-views,51640,0,2704,610,16,173,71,0,0,0,0,0,2,1
1179,zopefoundation/zope.component,814923,Pypi,zope.component,10,zopefoundation,zope.component,2917758,1,2102,15,22,188,8,7,595,1,256,0,0,5
1180,django-guardian/django-guardian,815091,Pypi,django-guardian,3,django-guardian,django-guardian,22068178,0,3050,1071,39,314,161,0,0,0,0,3,1,2
1181,zopefoundation/zope.i18n,815956,Pypi,zope.i18n,2,zopefoundation,zope.i18n,2971795,1,2067,1,22,195,7,0,615,30,164,0,1,5
1182,ChristopherRabotin/bungiesearch,816068,Pypi,bungiesearch,1,ChristopherRabotin,bungiesearch,29273831,0,1489,37,3,29,8,6,132,0,8,66,2,2
1183,zopefoundation/zope.tal,816187,Pypi,zope.tal,1,zopefoundation,zope.tal,2801813,1,2067,2,21,151,1,36,2,20,368,2,0,4
1186,mozilla/payments-config,819214,NPM,mozilla-payments-config,1,mozilla,payments-config,20605350,0,1231,2,3,36,10,84,65,84,56,0,1,6
1187,dobarkod/django-casper,819255,Pypi,django-casper,1,dobarkod,django-casper,2965626,0,2049,85,3,61,3,0,0,296,8,0,23,5
1189,ojii/django-classy-tags,821881,Pypi,django-classy-tags,5,ojii,django-classy-tags,84204,0,2989,101,4,63,18,0,0,1,0,14,1,14
1190,dpkp/kafka-python,823583,Pypi,kafka-python,4,dpkp,kafka-python,8815870,0,2207,1785,79,2063,623,0,1,0,0,1,1,3
1191,heroku/salesforce-bulk,823901,Pypi,salesforce-bulk,1,heroku,salesforce-bulk,8630296,0,1671,103,5,102,23,0,118,84,0,3,51,4
1193,django/channels,829424,Pypi,channels,1,django,channels,45421334,0,1225,1888,108,492,537,0,0,0,0,0,0,6
1393,manahl/pytest-plugins,1130187,Pypi,pytest-shutil,2,manahl,pytest-plugins,24190682,0,1153,152,16,631,32,0,76,13,0,2,7,2
404,neovim/python-client,60670,Pypi,neovim,1,neovim,python-client,9703634,0,1617,497,27,396,143,1,11,2,0,2,1,3
1197,latchset/jwcrypto,831900,Pypi,jwcrypto,1,latchset,jwcrypto,32379338,0,1316,77,10,78,46,0,29,0,0,1,1,2
1202,PyCQA/pep8-naming,841729,Pypi,pep8-naming,1,PyCQA,pep8-naming,29992410,0,2069,76,5,43,16,0,2,0,0,0,0,2
1208,jazzband/django-widget-tweaks,847017,Pypi,django-widget-tweaks,2,jazzband,django-widget-tweaks,69290322,0,2410,254,4,17,9,0,0,6,0,7,822,7
1209,nephila/django-meta,847446,Pypi,django-meta,2,nephila,django-meta,32622373,0,1602,153,4,172,19,0,0,359,0,1,0,5
1210,mithro/python-datetime-tz,856358,Pypi,python-datetime-tz,1,mithro,python-datetime-tz,261693,0,2684,19,5,158,5,47,2,0,5,0,4,19
1212,rr-/screeninfo,862662,Pypi,screeninfo,1,rr-,screeninfo,21989374,0,1197,24,4,32,6,0,0,0,3,0,0,2
1219,markovmodel/msmtools,883259,Pypi,msmtools,1,markovmodel,msmtools,22023383,0,1196,20,10,425,35,537,0,36,374,0,1,2
1221,sirrice/pygg,883722,Pypi,pygg,1,sirrice,pygg,22145803,0,1238,45,5,37,8,4,0,0,0,0,0,2
1224,jazzband/sorl-thumbnail,884469,Pypi,sorl-thumbnail,5,jazzband,sorl-thumbnail,65623031,0,2890,168,9,52,48,0,0,0,0,29,0,3
1226,bigsassy/pytest-pythonpath,885819,Pypi,pytest-pythonpath,1,bigsassy,pytest-pythonpath,7831130,0,1710,29,3,32,2,0,0,0,0,0,0,3
1231,django-tastypie/django-tastypie,897343,Pypi,django-tastypie,2,django-tastypie,django-tastypie,15873917,0,3117,966,43,390,192,0,0,0,0,1,482,2
1233,timothycrosley/hug,897561,Pypi,hug,1,timothycrosley,hug,22095642,0,1181,5438,10,1795,237,0,4,6,0,0,0,1
1234,jazzband/django-model-utils,898265,Pypi,django-model-utils,4,jazzband,django-model-utils,62429535,0,3256,331,11,39,8,0,0,0,0,4,0,1
1235,pyarmory/pike,899580,Pypi,pike,1,pyarmory,pike,21562619,0,1209,12,2,48,4,1,0,172,0,0,0,1
1236,home-assistant/netdisco,900504,Pypi,netdisco,1,home-assistant,netdisco,34996924,0,1375,143,55,229,31,0,17,0,0,1,1,3
1243,Teradata/PyTd,906919,Pypi,teradata,1,Teradata,PyTd,22088365,0,1190,96,3,76,59,0,0,0,1,5,2,3
1244,kelproject/pykube,907822,Pypi,pykube,1,kelproject,pykube,36311498,0,1172,283,5,97,36,0,0,0,0,20,0,1
1245,rochacbruno/flasgger,909002,Pypi,flasgger,1,rochacbruno,flasgger,22046657,0,1171,1027,26,232,87,0,0,0,0,1,20,1
1246,pytest-dev/pytest-cov,909674,Pypi,pytest-cov,12,pytest-dev,pytest-cov,22129376,1,1637,301,14,243,68,0,0,0,0,1,2,4
1250,jaysonsantos/python-binary-memcached,913965,Pypi,python-binary-memcached,1,jaysonsantos,python-binary-memcached,1080963,0,2517,118,13,335,15,0,0,0,0,1,12,3
1257,MISP/PyMISP,919642,Pypi,pymisp,1,MISP,PyMISP,9242762,0,1638,89,15,674,98,0,0,0,0,0,0,2
1258,BD2KGenomics/toil,921005,Pypi,toil,1,BD2KGenomics,toil,22060119,0,1290,491,45,5539,1066,9,270,109,23,2,3,4
1261,geex-arts/django-jet,923885,Pypi,django-jet,1,geex-arts,django-jet,25007343,0,1169,1659,19,779,107,0,0,0,0,13,0,2
1265,jsocol/django-jsonview,927682,Pypi,django-jsonview,1,jsocol,django-jsonview,2722867,0,2060,197,6,153,13,0,0,0,1,0,11,3
1266,willthames/ansible-lint,928849,Pypi,ansible-lint,1,willthames,ansible-lint,5005852,0,1883,1166,41,510,143,0,0,0,0,1,3,2
1270,django-crispy-forms/django-crispy-forms,932969,Pypi,django-crispy-forms,1,django-crispy-forms,django-crispy-forms,45817582,0,2535,930,26,118,181,0,0,0,0,4,52,4
1278,matlink/gplaycli,944500,Pypi,GPlayCli,1,matlink,gplaycli,22194342,0,1284,400,5,573,158,0,77,0,1,2,12,2
1279,tomasbasham/ratelimit,944548,Pypi,ratelimit,1,tomasbasham,ratelimit,24910450,0,1141,81,6,80,9,0,0,0,0,2,0,10
1283,swistakm/python-gmaps,949912,Pypi,python-gmaps,1,swistakm,python-gmaps,5801052,0,1835,27,2,81,5,0,0,452,4,7,1,3
1286,ipfs/py-ipfs-api,966902,Pypi,ipfs-api,1,ipfs,py-ipfs-api,32503214,0,1133,267,10,83,31,0,5,0,0,2,10,4
1291,openfisca/openfisca-core,970393,Pypi,OpenFisca-Core,2,openfisca,openfisca-core,7176511,0,1746,48,15,6054,443,77,390,392,244,2,4,6
1292,minrk/pamela,971323,Pypi,pamela,1,minrk,pamela,25150606,0,1128,13,1,36,3,0,761,944,0,0,1,1
1293,inveniosoftware/invenio-base,972645,Pypi,invenio-base,1,inveniosoftware,invenio-base,24532517,0,1148,2,80,1031,33,6,319,46,2,0,1,2
1294,mrjoes/sockjs-tornado,972664,Pypi,sockjs-tornado,2,mrjoes,sockjs-tornado,27883,0,2500,547,7,70,20,0,57,0,0,0,0,3
1295,openfisca/openfisca-parsers,972690,Pypi,OpenFisca-Parsers,1,openfisca,openfisca-parsers,14462110,0,1386,1,6,290,10,264,54,222,0,0,1,2
1296,APSL/puput,972801,Pypi,puput,2,APSL,puput,25313933,0,1170,296,19,271,80,0,1,0,1,1,0,2
1301,conda/conda-env,976762,Pypi,conda-env,1,conda,conda-env,12864889,0,1639,95,20,477,98,0,26,0,0,1,1,4
1306,RPi-Distro/python-gpiozero,979647,Pypi,gpiozero,1,RPi-Distro,python-gpiozero,25897601,0,1122,560,10,638,257,0,6,0,0,0,0,7
1310,ludbb/secp256k1-py,982613,Pypi,secp256k1,1,ludbb,secp256k1-py,26207325,0,1119,48,1,77,9,0,0,365,0,66,0,1
1311,minimaxir/big-list-of-naughty-strings,982914,NPM,big-list-of-naughty-strings,1,minimaxir,big-list-of-naughty-strings,22087532,0,1159,24503,30,157,24,0,0,0,0,0,0,2
1314,inveniosoftware/invenio-celery,987281,Pypi,invenio-celery,1,inveniosoftware,invenio-celery,26039582,0,1118,0,14,109,12,0,0,34,0,0,0,3
1315,graphql-python/graphene,990011,Pypi,graphene,1,graphql-python,graphene,27198274,0,1112,3526,21,1326,485,0,0,0,0,1,1,2
1321,python-hyper/brotlipy,997616,Pypi,brotlipy,1,python-hyper,brotlipy,26469623,0,1104,58,5,380,10,0,84,143,0,0,0,3
1322,marshmallow-code/apispec,998209,Pypi,apispec,1,marshmallow-code,apispec,26533271,0,1453,298,15,515,75,0,0,0,2,2,3,2
1324,mathiasertl/fabric,998450,Pypi,Fabric3,3,mathiasertl,fabric,25744729,0,1128,684,2,138,17,0,0,368,0,5,2,1
1325,zopefoundation/zope.interface,999912,Pypi,zope.interface,32,zopefoundation,zope.interface,2408878,2,2102,127,22,347,41,0,4,1,0,0,1,3
1326,maxcountryman/flask-bcrypt,1008146,Pypi,Flask-Bcrypt,1,maxcountryman,flask-bcrypt,62933,0,2677,210,8,70,15,0,0,0,0,0,0,4
1327,graphql-python/graphql-core,1034785,Pypi,graphql-core,1,graphql-python,graphql-core,27121796,1,1100,286,9,599,66,0,0,0,0,3,2,2
1330,pdfminer/pdfminer.six,1044303,Pypi,pdfminer.six,3,pdfminer,pdfminer.six,55144916,0,1503,644,14,52,43,0,0,0,0,18,0,2
1336,zopefoundation/zope.event,1052538,Pypi,zope.event,3,zopefoundation,zope.event,2971391,0,2102,14,17,137,2,62,764,0,150,3,0,6
1337,ktbyers/netmiko,1052668,Pypi,netmiko,2,ktbyers,netmiko,13671385,1,1412,976,18,1276,484,0,0,0,1,3,1,2
1343,rkhleics/wagtailmodeladmin,1061828,Pypi,wagtailmodeladmin,1,rkhleics,wagtailmodeladmin,30186088,0,1211,65,1,102,20,0,0,146,0,0,0,2
1345,inveniosoftware/invenio-rest,1063846,Pypi,invenio-rest,1,inveniosoftware,invenio-rest,28094119,0,1078,2,15,88,16,4,67,0,0,1,1,3
1346,frictionlessdata/tableschema-py,1064056,Pypi,jsontableschema,1,frictionlessdata,tableschema-py,60897188,0,1332,73,8,188,42,0,7,0,0,0,0,1
1350,MongoEngine/flask-mongoengine,1066320,Pypi,flask-mongoengine,1,MongoEngine,flask-mongoengine,9307,0,2339,510,17,219,147,0,0,0,0,1,1,3
1351,Frozen-Flask/Frozen-Flask,1069761,Pypi,Frozen-Flask,1,Frozen-Flask,Frozen-Flask,44319457,0,2847,190,1,18,13,0,100,446,0,4,432,1
1357,randomchars/pushbullet.py,1077535,Pypi,pushbullet.py,1,randomchars,pushbullet.py,2778486,0,2056,506,8,181,55,0,157,106,0,1,7,1
1359,freenas/middleware,1089011,Pypi,freenas.utils,1,freenas,middleware,22081221,0,1189,23,30,10527,1,102,22,172,63,0,1,2
1360,tsuru/python-tsuruclient,1089424,Pypi,tsuruclient,1,tsuru,python-tsuruclient,14675772,0,2091,4,10,86,1,0,0,0,0,1,11,1
1361,clld/clldutils,1090226,Pypi,clldutils,1,clld,clldutils,28932202,0,1057,1,2,225,47,0,0,466,270,0,11,4
1018,core-api/python-client,712468,Pypi,coreapi,3,core-api,python-client,17421396,1,1307,147,2,472,46,0,214,590,0,0,0,2
473,niltonvolpato/python-progressbar,66294,Pypi,progressbar,1,niltonvolpato,python-progressbar,28895749,0,1059,262,2,12,9,0,0,438,0,31,29,1
1366,ubernostrum/django-registration,1093813,Pypi,django-registration,2,ubernostrum,django-registration,5562706,0,1855,471,18,513,87,0,0,0,0,7,3,2
1370,mattupstate/flask-security,1107958,Pypi,Flask-Security,1,mattupstate,flask-security,52097,0,2408,1071,71,644,366,0,0,0,0,6,29,2
1372,rewardStyle/generator-plait,1108430,NPM,generator-plait,3,rewardStyle,generator-plait,28106792,0,1078,3,4,36,1,14,0,14,0,0,0,2
1373,nir0s/distro,1111525,Pypi,distro,1,nir0s,distro,35487415,0,1045,74,12,167,44,0,163,0,42,1,18,7
1374,crccheck/django-object-actions,1111892,Pypi,django-object-actions,1,crccheck,django-object-actions,5802576,0,2181,210,10,155,16,0,0,0,0,0,1,4
474,WoLpH/python-progressbar,66296,Pypi,progressbar2,4,WoLpH,python-progressbar,4908690,0,2424,382,14,585,139,0,406,0,0,0,1,3
1381,poooi/plugin-translator,1120277,NPM,poi-plugin-translator,1,poooi,plugin-translator,29440184,0,1045,0,6,159,2,62,0,0,36,0,0,3
1382,product-definition-center/pdc-client,1120410,Pypi,pdc-client,1,product-definition-center,pdc-client,28841116,0,1059,5,19,549,6,61,133,57,214,3,1,3
1385,googleapis/googleapis,1122997,Pypi,googleapis-common-protos,4,googleapis,googleapis,32424093,1,1295,648,39,1669,45,50,3,101,0,0,0,4
1388,lektor/lektor,1126081,Pypi,Lektor,2,lektor,lektor,28867569,0,1026,3072,20,657,201,0,0,44,0,2,0,3
1390,eoranged/rq-dashboard,1127728,Pypi,rq-dashboard,1,eoranged,rq-dashboard,44098590,0,778,234,4,57,18,0,0,250,0,2,274,2
1391,xeroc/python-graphenelib,1128807,Pypi,graphenelib,1,xeroc,python-graphenelib,23180137,0,1181,57,14,728,15,14,2,2,0,5,1,6
1364,datawire/quark,1092190,NPM,datawire-quark-core,3,datawire,quark,25017584,1,1140,92,19,3012,48,176,118,136,96,1,0,2
1397,django-treebeard/django-treebeard,1135071,Pypi,django-treebeard,1,django-treebeard,django-treebeard,51196129,1,3106,157,7,127,16,0,0,0,0,1,0,1
1398,bear/python-twitter,1135200,Pypi,python-twitter,3,bear,python-twitter,788376,0,2219,1965,27,810,275,0,0,0,0,0,0,1
1399,ivandokov/phockup,1136314,NPM,phockup,1,ivandokov,phockup,29149528,0,1044,67,1,160,21,0,0,897,1,0,0,4
